,DN,Unnamed: 0,Unnamed: 0.1,text,label,is_about_class,is_about_disability,is_about_ethnicity,is_about_gender,is_about_nationality,is_about_religion,is_about_sexual_orientation,language
5470,6733,6733,6435,everytime i reach the highlights of smut im reading me: ok hoe calm down calm down sit your ass relax its just a smut,0.0,False,False,False,True,False,False,False,eng
5471,6740,6740,4905,@em0_trash @Yogirlflaca bitch i'll give you this big ass dick then,1.0,False,False,False,True,False,False,False,eng
5472,6744,6744,8756,@ryankay94 @McGiff Oh my god hahaha! Yeh Rardi! How dare you have bare walls in the middle of decorating . Just do it the skank way and paper over the previous...,0.0,False,False,False,True,False,False,False,eng
5473,6745,6745,11234,"Cruel mistress wanted, will pay 5$ a week, to be her bitch 24/7 #findom #loser #humanatm #walletrape #FemaleSupremacy #paypig",1.0,False,False,False,True,False,False,False,eng
5474,6754,6754,6105,@JayKenMinaj No bitch you a hoe,1.0,False,False,False,True,False,False,False,eng
5475,6762,6762,4634,"Getting her pussy and ass ate at the same time , now that's goals bitch",1.0,False,False,False,True,False,False,False,eng
5476,6764,6764,11766,Ion want your side hoe I want your main bitch,0.0,False,False,False,True,False,False,False,eng
5477,6770,6770,11597,@fibonacci1123 @BallGame723 @mkdikes832 @_mrfo20 @Raphy_Taffy That bitch a whore in real life. I can smell it,1.0,False,False,False,True,False,False,False,eng
5478,6776,6776,3471,@MSNBC Stop imigration from all muslim countries !,1.0,False,False,False,False,False,True,False,pol
5479,6778,6778,4759,Why do people still like Chris Brown? He’s a fucking woman beating cunt,1.0,False,False,False,True,False,False,False,eng
5480,6788,6788,5170,"Bitches be havin no education,no job,no house and still got the nerves to say all these niqqas want is pussy buh bitch WTF!! do yo hav?😂😂😂",1.0,False,False,False,True,False,False,False,eng
5481,6789,6789,5976,Says man who suggested an actress reported an historic rape to gain more work - you're a fully paid up cunt - https://t.co/ia9wKnM5Tm,1.0,False,False,False,True,False,False,False,eng
5482,6798,6798,11678,Life's a bitch because a slut would be too easy .,0.0,False,False,False,True,False,False,False,eng
5483,6799,6799,2216,"@GeraldoRivera Dude, you're LOST! 1% of illegal immigrants are fruit pickers or agricultural workers! If Juan &amp; Maria are harboring Hector the transnational drug dealer? Now ICE has to go to their home b/c Police won't work with ICE! Do you understand",0.0,False,False,False,False,False,False,True,eng
5484,6803,6803,4526,They call it HB. I’m a hot bitch you a has been,0.0,False,False,False,True,False,False,False,eng
5485,6804,6804,8896,I wish u would stfu guilty hoe,1.0,False,False,False,True,False,False,False,eng
5486,6805,6805,8964,@tgirlmiller @realDonaldTrump Are you just upset that nobody is grabbing your skank pussy since trumps election is over. Youre an ugly gross old hag and youre also a racist pig and I hope all your children are black,1.0,False,False,False,True,False,False,False,eng
5487,6808,6808,4720,Im not for abusing women but i swear to odin this bitch is about to have a permanant imprint of my fist in her face,1.0,False,False,False,True,False,False,False,eng
5488,6809,6809,5674,@WeirdLittleHen sorry for the language. but fuck me sideways did this cunt just say that. from what i see woman are… https://t.co/SzbunjH1RF,1.0,False,False,False,True,False,False,False,eng
5489,6814,6814,6119,That bitch don't love you fr bro these hoes be lying,1.0,False,False,False,True,False,False,False,eng
5490,6815,6815,12723,"@Sesien 😂😂😂 good one bitch.  I still fuck badder hoes than you , habesha bitches 🤔🤔.  Your irrelevant , bitch I kno… https://t.co/WMQsBe54rY",1.0,False,False,False,True,False,False,False,eng
5491,6822,6822,6512,"Don’t you dare call a woman a hoe in front of me, I didn’t spend all this time hoeing to not get my credit! Foh!",0.0,False,False,False,True,False,False,False,eng
5492,6826,6826,9874,If youre dating a baby daddy before you call the baby mama bitter go talk to her yourself OR just the stfu and mind your business bc you know damn well that nigga gone lie just to get some pussy and play victim. Idc.,1.0,False,False,True,True,False,False,False,eng
5493,6828,6828,8414,Conte being a little bitch as per. Get sacked already you average cunt 🖕🏻,0.0,False,False,False,True,False,False,False,eng
5494,6833,6833,1846,"@aparnapkin I'm running to help flip the NYS Senate blue. If elected, I'll be the first Indian American to ever serve in the New York legislature. I hope you'll share my immigrant story. #nys #sd56 #flipthesenate #desi #immigrant #nextgen #onward https://",0.0,False,False,False,False,True,False,False,eng
5495,6841,6841,12002,"I wish all you hoes had huge ass feet cause y'all forever buying all the shoes on that nut shit, save me a 5 bitch damn!",1.0,False,False,False,True,False,False,False,eng
5496,6846,6846,8356,was it a secret its plain 2cthey whore out the women & men use2gain what they want bid them to filth Evil they w/o… https://t.co/rw23bYfBw3,0.0,False,False,False,True,False,False,False,eng
5497,6847,6847,5373,You sick bitch https://t.co/2B02VWCbZ0,1.0,False,False,False,True,False,False,False,eng
5498,6849,6849,11985,Rape the rapist fuck the rapist rape the rapist and Im doing it with h8te bitch,0.0,False,False,False,True,False,False,False,eng
5499,6851,6851,11370,Wow bitch!!! Why don't you worry about your own damn self. At least she isn't the hoe that you are! Sure her day will be great w/out u in it,1.0,False,False,False,True,False,False,False,eng
5500,6858,6858,5022,"When he wraps 1 hand around your throat, puts the other betwn your legs &; whispers 'this pussy is mine' in your ear https://t.co/NYnpDfJBBh",1.0,False,False,False,True,False,False,False,eng
5501,6862,6862,10081,@Kcoop1k Bitch you owe me a couple blunts hoe,0.0,False,False,False,True,False,False,False,eng
5502,6863,6863,1639,"After America outlaws immigration from sh-thole countries, abortion &amp; drag queen toddlers ... #Pitbulls need to go.RIP sweet #beagle.#DogRighthttps://t.co/z3QGSRwXzO",1.0,False,False,False,False,False,False,True,eng
5503,6876,6876,6235,@Im_strauss And women pussy hole ?,1.0,False,False,False,True,False,False,False,eng
5504,6879,6879,11251,He gone tell me he gotta come to MY house so ME can wake him up for work in the am😒 bitch have one of yo hoes wake you up,1.0,False,False,False,True,False,False,False,eng
5505,6884,6884,8411,allies 10 year old brother is calling me a cunt and a bitch bc I asked him a question💀,0.0,False,False,False,True,False,False,False,eng
5506,6887,6887,8067,typical u find a nice woman and some dumb cunt tells her u will get more tips if u turn greys off,0.0,False,False,False,True,False,False,False,eng
5507,6890,6890,11847,I pretend to put my cock in jenelles mouthand pull it away last second and pound that bitches teeth out. Then thrust punch the mouthy cunt,1.0,False,False,False,True,False,False,False,eng
5508,6893,6893,10232,"you a gay ass bitch who seeks attention, STOP! I knew ever since you gonna switch up on me... I guess you did FUCKING SNAKE ASS HOE!",0.0,False,False,False,True,False,False,True,eng
5509,6898,6898,5913,These whores woke me up out of my sleep 😩 Ima be mad as a bitch in the morning waking up for work,1.0,False,False,False,True,False,False,False,eng
5510,6901,6901,7843,@tulamatula1 @LiBethOld1 @Pappiness What a skank lolol you wake up waiting for me to tweet lolol pathetic lol 😂😂👍😂👍,0.0,False,False,False,True,False,False,False,eng
5511,6902,6902,11767,whoever's going down to smoke secretly can you please lock the front door i keep getting blamed for keeping it unlocked bitch wtf,0.0,False,False,False,True,False,False,False,eng
5512,6912,6912,5290,"Bitch wtf u unfollow me for if u just gone twatch me and comment on what u THINK is about u hoe , play with ya pussy or sum not me .",1.0,False,False,False,True,False,False,False,eng
5513,6914,6914,433,"Skinny is not always healthy, tell that to Hollywood.They wouldn't house the immigrants or refugees from Obama's wars n dare to say they hate Trump bc globalist democracy.Have they looked at Paris France lately.Poor People's Campaign should get more funding from Dem or Rep https://t.co/ck1UPycHsi",1.0,False,False,False,False,True,True,False,eng
5514,6918,6918,11787,Who try to cut into a female then ask them to come over! Nope bitch cause I'm bout to hoe you 🙌😂😂😂😂😂 hang up on me neowwwww,0.0,False,False,False,True,False,False,False,eng
5515,6921,6921,8108,@emanithegoddess @jaythenerdkid I’m still not sexually active and still get called a whore or a slut all the time,0.0,False,False,False,True,False,False,False,eng
5516,6932,6932,4986,@charlenealeisha You bitch too much over stupid shit go fuck your self stupid cunt you have shitty service anyway a… https://t.co/Ml3q077mwf,1.0,False,False,False,True,False,False,False,eng
5517,6933,6933,10183,@x__MMarie @notreallyno19 I can't stand you hoe 😭 but fine you go ahead & get it up cause bitch we're going somewhere for my 21st,1.0,False,False,False,True,False,False,False,eng
5518,6940,6940,10804,how can i get those mf shoes bitch,0.0,False,False,False,True,False,False,False,eng
5519,6942,6942,7813,@helenabarnes_x Oh Please this is my costume how can you judge someone for dressing up on Halloween ya skank louise https://t.co/Bqw7tvSDdf,0.0,False,False,False,True,False,False,False,eng
5520,6951,6951,5393,Girls hear you say “fuckk” during sex and think her pussy bomb First of all hoe my Girlfriend on her way,1.0,False,False,False,True,False,False,False,eng
5521,6957,6957,11321,"If I call you a bitch or whore during sex don't be afraid to smack the shit outta me & flip me over talm bout ""NO NIGGA YOU THE BITCH HERE""",0.0,False,False,False,True,True,False,False,eng
5522,6961,6961,12082,I feel like a whole new bitch whenever I paint my nails white lol,0.0,False,False,False,True,False,False,False,eng
5523,6972,6972,9920,"Im sorry, but this generation of females have no self respect. The internet shouldnt know when youre horny, wet, how good you pussy is & etc. & Yall wonder why these boys treat yall like hoes ! Praying for this generation",1.0,False,False,False,True,False,False,False,eng
5524,6977,6977,5238,My girl make my shit solid as a rock when she kiss me you hoes just not attractive 💀🤦🏾‍♂️🚮 https://t.co/plkshgcF32,1.0,False,False,False,True,False,False,False,eng
5525,6979,6979,10471,@LosPollosTV @lilwhoress U a bitch,1.0,False,False,False,True,False,False,False,eng
5526,6983,6983,12380,@_DonJulio1 😂😂 don shut yo crybaby ass up bitch you be hoeing ppl all day on this bitch,0.0,False,False,False,True,False,False,False,eng
5527,6985,6985,5582,Nothing irks me more than when bitches end it with a good guy then complain about getting hurt by a douche bag. #WakeUpYouWhore,1.0,False,False,False,True,False,False,False,eng
5528,6990,6990,4738,"Alyssa Milano, a brainless whore l, isn't empower women in any way. Women in science mathematics engineering and medicine are actually .",1.0,False,False,False,True,False,False,False,eng
5529,6992,6992,7927,🙄Says a colored woman of a race that claims to have a ' Hysterical Fear ' of the Police. 🤫 https://t.co/CDO6cgCizf,0.0,False,False,True,False,False,False,False,eng
5530,6993,6993,10684,"My resting bitch face makes me look angry as fuck sometimes, whole time I'm happy af. And no bitch I don't want to smile.",0.0,False,False,False,True,False,False,False,eng
5531,6998,6998,11306,I'm about to bitch slap bro so he know he's a hoe,0.0,False,False,False,True,False,False,False,eng
5532,7003,7003,6821,"Isn’t it funny how people are so quick to slag you off behind a keyboard, but when they see you in person they run away😂",0.0,True,False,False,False,False,False,False,eng
5533,7017,7017,12459,@mademeathiest i felt like such an asshole but bitch it's lana del rey come on sweaty,0.0,False,False,False,True,False,False,False,eng
5534,7019,7019,9777,"@KamalaHarris You're a joke Kammy. You couldn't hold Justice Kavanaugh's briefs. Trying to fund raise from the brain dead sheep, regarding a confirmation you can't stop. Race baiting Marxist skank that you are.",1.0,False,False,False,True,False,False,False,eng
5535,7023,7023,8761,@AnnCoulter Ann Coulter winning most hysterical woman WATCHING the Kavanaugh hearings.,1.0,False,False,True,False,False,False,False,eng
5536,7026,7026,10268,@AuburnJulia @Satiricali @classicconservv @rufffitzwilliam @Mellecon @ihate_everyone2 you don't know me to call me a whore bitch.,0.0,False,False,False,True,False,False,False,eng
5537,7027,7027,12019,And what am i gonna do if they lock me up he asks ? Bitch I'll eat pizza tomorrow cause its Friday hoe,0.0,False,False,False,True,False,False,False,eng
5538,7029,7029,12041,"YASS Queen, keep blessing us! Shoe game on psychotic bitch    @NICKIMINAJ https://t.co/fsC3A5FEei",0.0,False,False,False,True,False,False,False,eng
5539,7031,7031,10462,"Never understand why you would wanna call a bitch that like me or wanted to fuck me before,your friend 💯 is them hoes yo friend Fr ? No🙅‍♂️",1.0,False,False,False,True,False,False,False,eng
5540,7035,7035,7821,"when making my costume last night, brey had Arthur’s theme song on repeat 🙄😭😂 “i didn’t realize his song was reggae you can skank to this”",0.0,False,False,False,True,False,False,False,eng
5541,7038,7038,10306,"Bitch, fuck you. — Lmaoooo f u too hoe https://t.co/6DOXIBqo6N",0.0,False,False,False,True,False,False,False,eng
5542,7040,7040,8045,James Toback: Anyone who says he lured women with film roles is “a lying cocksucker or cunt” https://t.co/v4mmJRZn62 https://t.co/SfNb10zsl3,0.0,False,False,False,False,False,False,True,eng
5543,7041,7041,8073,📷 greeneyjon: Good big gaping cunt on that slut girl. https://t.co/heBnlfXd5y,0.0,False,False,False,True,False,False,False,eng
5544,7045,7045,12182,@___ricard0 I lied bitch but Ik you saw me text your ugly hoe ass!!,1.0,False,False,False,True,False,False,False,eng
5545,7047,7047,6402,Happiest of birthdays to the main hoe 😏💃🏻 I hope you have a wonderful day angel 🌹💞 @jordan_scholtz,0.0,False,False,False,True,False,False,False,eng
5546,7048,7048,10278,I'll never eat another bitch pussy as long as I'm breathing you hoes are nasty,0.0,False,False,False,True,False,False,False,eng
5547,7052,7052,8391,@ewnupdates Motlante you power hungry kunt you wanna be relevant shut up we know that,0.0,False,False,False,True,False,False,False,eng
5548,7056,7056,12117,Daniela leaves to dr tomorrow for a whole month bitch ima b sad af,0.0,False,False,True,True,False,False,False,eng
5549,7064,7064,11940,Gavin is a whole ass bitch like nigga 😂😂😂😂 don't ever come for me and you haven't even hit puberty yet,0.0,False,False,True,True,False,False,False,eng
5550,7076,7076,5166,@iDliciouz Good bitch I’m happy u got dumped u a hoe stupid bitch u ugly u gonna b alone forever stupid hoe,1.0,False,False,False,True,False,False,False,eng
5551,7083,7083,4893,@VlCTAH hey fuck you cunt #cyberbullied,1.0,False,False,False,True,False,False,False,eng
5552,7086,7086,6246,SO you hoes and that cunt can have it..,1.0,False,False,False,True,False,False,False,eng
5553,7088,7088,4785,Why you always actin mad? Always bringin' up my past You in your feelings about a hoe that don't matter Know that I'll give you my last,1.0,False,False,False,True,False,False,False,eng
5554,7090,7090,6408,@PennarRobinsFC @samsouthcott9 Delete these tweets you cringey cunt,0.0,False,False,False,True,False,False,False,eng
5555,7091,7091,11048,@Myla_Annise Happy Birthday to my bestest friend in the whole world. I love you bitch 💕 https://t.co/P0o4yRAKWv,0.0,False,False,False,True,False,False,False,eng
5556,7093,7093,6215,@pleasemybody they deadass digging a hole for themselves @AtlanticRecords fat bitch loose weight,1.0,False,False,False,True,False,False,False,eng
5557,7097,7097,8731,Fuck yeah you pussy boy,0.0,False,False,False,True,False,False,False,eng
5558,7098,7098,5180,my dad just drove past the chicago theater. long time no see you dirty slut,1.0,False,False,False,True,False,False,False,eng
5559,7100,7100,5673,@james____s Dutch woman looking at him like you cunt,1.0,False,False,False,True,False,False,False,eng
5560,7104,7104,4725,This cunt with a dick @SymoneDSanders is a perpetual race whore who wouldn't know an historical fact if her pathetic life depended on it 😉🖕✊,1.0,False,False,False,True,False,False,False,eng
5561,7114,7114,10314,@serHoe45 Every time I try to be in my feels you always gotta ruin it like shiii let me be a depressed bitch  😂,0.0,False,False,False,True,False,False,False,eng
5562,7116,7116,10622,"If the shoes fits, lace that bitch up & wear it.",0.0,False,False,False,True,False,False,False,eng
5563,7119,7119,12429,"Bitch mad idgaf you not even my type hoe 😂😂 find you something safe to do,  #bossuplilbitch take care of yo kids @TTIICCHHIINNAA",1.0,False,False,False,True,False,False,False,eng
5564,7123,7123,6253,@svgethe3rd She is a fucking slut wtf cunt she deserves to fall in that river dumb hoe that shit is fucked cunt,1.0,False,False,False,True,False,False,False,eng
5565,7127,7127,12481,@phoenixvibes @BogdanValko you a straight bitch,0.0,False,False,False,True,False,False,False,eng
5566,7138,7138,6413,How can you not engage? As enraging as it all is... fuck it all off I say. Turn off the power. Reset. Reboot. Escape the cunt booth.,0.0,False,False,False,True,False,False,False,eng
5567,7141,7141,9698,@HEHe06033701 @Mikey_boludo Shut the fuck up dumb bitch. If you dont like it dont fucking reply You childish slut,1.0,False,False,False,True,False,False,False,eng
5568,7143,7143,9979,"Well it seems that Trump tweet has cooled off, wow being a woman and insulting him do not go well together, you just get called a skank and get told you have STDs but I mean the misogyny goes with the base I guess lol. Also someone called me a hick which is the ultimate irony wow",0.0,True,False,False,True,False,False,False,eng
5569,7144,7144,5079,@loveforjonghyun Shut the FUCK up you jobless whore,1.0,False,False,False,True,False,False,False,eng
5570,7149,7149,4965,@priya_ebooks Man: (harasses and stalks woman for months on end) Woman: WHY THE FUCK WONT U LEAVE ME ALONE Man: haha crazy bitch,1.0,False,False,False,True,False,False,False,eng
5571,7150,7150,10589,Bitch a ye Ali groupie and not a jgray groupie ur a goofy whore,1.0,False,False,False,True,False,False,False,eng
5572,7152,7152,7268,"If you don't have haters you're doing somethin wrong... I got haters, stalkers and people that just plain don't like me... Luh u hoes",0.0,False,False,False,True,False,False,False,eng
5573,7153,7153,11009,"@GalacticHole Britney, bitch",0.0,False,False,False,True,False,False,False,eng
5574,7158,7158,4961,fuck cunts tellin ppl w strtched ears that theyll 'learn from their mistakes' BITCH IT AINT A MISTAKE IF THEY FEEL BEAUTIFUL DOING IT FUCKU,1.0,False,False,False,True,False,False,False,eng
5575,7159,7159,6500,@DivvyLad @baronessbatz @JohnMoylan01 @GreatOrmondSt @TfLTPH Shut up you bald cunt,0.0,False,False,False,True,False,False,False,eng
5576,7160,7160,8345,@TXNM5 Proved u can photoshop real good for a player u degenerate bitch whore,0.0,False,False,False,True,False,False,False,eng
5577,7163,7163,5875,"Y’all expect women to settle for trash treatment and then call them riders when they do so... the bitch is lonely and insecure, not a rider.",1.0,True,False,True,True,False,False,False,eng
5578,7167,7167,12542,You actin like yo bum ass daddy scaring us BITCH I'll slap that nigga with my dick don't play hoe,0.0,False,False,True,True,False,False,False,eng
5579,7176,7176,12396,"I hate Fiona , dis bitch a fucking whore 😂😂",1.0,False,False,False,True,False,False,False,eng
5580,7177,7177,10058,if tha shoe fits.. put dat bitch on nd do sumn bout it if u dont like it,0.0,False,False,False,True,False,False,False,eng
5581,7181,7181,9912,Just because I fuck u raw while tongue kissing you drop all my hoes meet your family eat yo pussy from the backand tell you I love you don't mean u my Itch #OnGod,1.0,False,False,False,True,False,False,False,eng
5582,7183,7183,10117,I told them hoez I only neede one pain killer but they told me take 2 just in case and bitch let me tell you,0.0,False,False,False,True,False,False,False,eng
5583,7186,7186,12739,"@Peanut0423 Ian Connor raped that bitch too, stay woke",0.0,False,False,False,True,False,False,False,eng
5584,7195,7195,10006,Bitch....how the fuck. Siri you a dumb ass hoe https://t.co/nldwbLrK10,1.0,False,False,False,True,False,False,False,eng
5585,7196,7196,4662,"He cheated on you? That's nice. Now go sit in the corner, drink your lemonade and cry, bitch",1.0,False,False,False,True,False,False,False,eng
5586,7197,7197,11679,Assholes will bitch about a free meal because it was made by a 45 year old white dude! Fuccing assholes! https://t.co/QA8zmqd6vq,0.0,False,False,False,True,False,False,False,eng
5587,7201,7201,6033,@grxmd I dont think this fat whore could even get sex from rape.,1.0,False,False,False,True,False,False,False,eng
5588,7224,7224,8706,fucking cunt whore slut pussy bitch fuck you,1.0,False,False,False,True,False,False,False,eng
5589,7238,7238,8906,@ali_nicole_frye I mean. SHES FUCKIN TRASH. I told you this skank bitch is a skank bitch.,1.0,False,False,False,True,False,False,False,eng
5590,7245,7245,8300,I can’t believe it took this bitch 2 weeks to ship my damn cdg fur coat fucking whore I’m paying you!! Do your job.,0.0,False,False,False,True,False,False,False,eng
5591,7249,7249,7035,When you tryna holla at a bitch and ya boy comes up talkin bout 'this nigga broke AF and likes fingers in his ass' https://t.co/QwsBxKRptk,0.0,False,False,True,True,False,False,False,eng
5592,7259,7259,4579,This bitch is stupid af. Forcing me to wake up my residents. Like wtf not like I was sitting not doing shit I was doing shit. Stupid ass.,1.0,False,False,False,True,False,False,False,eng
5593,7260,7260,4360,"Another day, and another one of @NancyPelosi’s pedophile “Dreamers” have raped another little girl.  Polk Sheriff: Illegal Alien Arrested for Rape of 8-Year-Old Girl in Florida  #NoDACA #NoAmnesty #BuildTheDamnWall #ThanQ #QAnon https://t.co/iY9Bykqmlj",1.0,False,False,False,True,False,False,False,eng
5594,7262,7262,11911,"To all you hoes that rejected my shot this summer, you missed yo blessing Bitch",1.0,False,False,False,True,False,False,False,eng
5595,7263,7263,6121,@Vuhhnessuhhh_ Bitch you don't know my mf life I'll see you when I do hoe,1.0,False,False,False,True,False,False,False,eng
5596,7271,7271,8426,@CPFC_BW @TheRebellion77 @ShannonWaldron_ You're a cunt for judging women by what they chose to do. Hate to break that to you.,0.0,False,False,False,True,False,False,False,eng
5597,7273,7273,12732,Every time this one bitch opens her mouth Im just like 🙄 what else huh ? What else you gon complain about today hoe.,1.0,False,False,False,True,False,False,False,eng
5598,7275,7275,11462,I'm a happy bitch as long as I have the rainbond around and can drag hyunyoung whoever I want to.,1.0,False,False,False,True,False,False,False,eng
5599,7290,7290,4604,@PressStartKofi You a whore,1.0,False,False,False,True,False,False,False,eng
5600,7295,7295,5487,@LaRoccaSpeaks sack up and talk to her pussy #WomenSuck,1.0,False,False,False,True,False,False,False,eng
5601,7301,7301,5646,"Girls that send me dirty snaps, DMs and texts, keeping my cock hard all day, is the reason I love my life. Thanks, ya dirty lil sluts",1.0,False,False,False,True,False,False,False,eng
5602,7302,7302,4545,Thats yo main bitch thats my side hoe damn near coldest bitch i love her nigga side joke🙃,1.0,False,False,True,True,False,False,False,eng
5603,7304,7304,8704,@PressSec Are your children safe living with a skank like you? I certainly hope not.,1.0,False,False,False,True,False,False,False,eng
5604,7307,7307,10967,hell yea bitch dis go hard as hell flocka i will suck big dick team slut all day and week month year and century i love big naps,0.0,False,False,False,True,False,False,False,eng
5605,7309,7309,10802,@Runn4UrLives Maybe Hal has an undetected congenital heart defect that can remind him of karma being a bitch to A-holes.,0.0,False,False,False,True,False,False,False,eng
5606,7312,7312,6024,So now because of this bitch girls are going to think they can bargain their way out of a rape instead of fighting… https://t.co/tJmuuzwCph,1.0,False,False,False,True,False,False,False,eng
5607,7314,7314,5097,@bruhkari Why do you think that hoe is in the back seat? Lol,1.0,False,False,False,True,False,False,False,eng
5608,7324,7324,7837,@skayla915 I thought you meant dressing like a skank until I saw you dressed like one too,0.0,False,False,False,True,False,False,False,eng
5609,7325,7325,11709,you get to asking hoes question they start laughing bitch turn yo goofy down,0.0,False,False,False,True,False,False,False,eng
5610,7328,7328,12073,Bitch it's Gucci Mane & Metro if Metro don't trus' you imma fuck you in yo ass hoe #Gucci #Wizop #Tho #MetroBoobin #Boominati,1.0,False,False,False,True,False,False,False,eng
5611,7336,7336,7886,@courtneyrrenae No bitch when Sue’s sister died I was hysterical..so much sad shit happens but it’s so good!,0.0,False,False,False,True,False,False,False,eng
5612,7337,7337,6697,Ok it's not okay to call a girl a bitch and slut especially when she's been your friend for years. Fuck you.,0.0,False,False,False,True,False,False,False,eng
5613,7340,7340,11341,@kobkbeto @RvuuL Bitch ass hoe answer my question haha you going?,0.0,False,False,False,True,False,False,False,eng
5614,7345,7345,6321,don't watch me you better just watch yo nigga ho,0.0,False,False,True,True,False,False,False,eng
5615,7346,7346,4531,And HE HAD ANOTHER GIRL WITH HIM bitch she was shook https://t.co/eesqEv93gn,0.0,False,False,False,True,False,False,False,eng
5616,7347,7347,6218,I just need one kitty one butt hole to lick one person to be my NUMBER ONE FAN& support me I just need a bitch to be my peace just ONE 🤷🏽‍♂️,1.0,False,False,False,True,False,False,False,eng
5617,7354,7354,10360,@Hey_fannnns  you see my text just like that bitch Carla period  Y'all bitches know ion go out sad bout shit like you hoes 💯 yea ok I'm DTM,0.0,False,False,False,True,False,False,False,eng
5618,7357,7357,10574,I feel like such a bitch and cunt rn 😭,0.0,False,False,False,True,False,False,False,eng
5619,7360,7360,4726,literally you keep minseok’s name out of your dirty whore mouth you can shit talk me all you want you cunt but leave him alone.,1.0,False,False,False,True,False,False,False,eng
5620,7364,7364,11013,@AmarisGarcia16 Bitch if my ass is grass ur ass is dirt whore,1.0,False,False,False,True,False,False,False,eng
5621,7371,7371,4530,@ashitudeprobs You know you can always block me right ? Or are you an attention whore ? Waiting for your feminist friends to get on line,1.0,False,False,False,True,False,False,False,eng
5622,7375,7375,10375,this dude really a whole bitch for doing all the extra and taking a bunch of screenshots of all this shit 😂 https://t.co/Ot8kEgvEAx,0.0,False,False,False,True,False,False,False,eng
5623,7376,7376,4856,When skinny girls talk about how fat they are https://t.co/wCRVtvuos1,1.0,False,False,False,False,True,False,False,eng
5624,7380,7380,11039,@Gucci_kingTae nah I'm not gonna call you that  that's for whores     you just my bitch ;),0.0,False,False,False,True,False,False,False,eng
5625,7381,7381,11416,Some bitch told me I'm to in love with my truck and bike....  Bye bye cunt.,0.0,False,False,False,True,False,False,False,eng
5626,7387,7387,10669,I just wanna thank whoever made the text free apps cus a bitch tired of getting blocked. oh im blocked? Let me call you from a different # 🤗,0.0,False,False,False,True,False,False,False,eng
5627,7396,7396,4639,@Jedi_sluts I moan as I watch your perfect blue pussy descend upon my big dick.,1.0,False,False,False,True,False,False,False,eng
5628,7401,7401,12321,"If you think your sarcasm will be offensive, say it, whoever finds it offensive is a bitch and you don't need such negativity in your life.",0.0,False,False,False,True,False,False,False,eng
5629,7403,7403,8120,honestly the amount of interalized misogyny n slut shaming I have is incredible. I feel like a whore and an awful person 4 buying condoms 🙃,0.0,False,False,False,True,False,False,False,eng
5630,7415,7415,5285,Fuck off Holly you slag #thismorning,1.0,True,False,False,False,False,False,False,eng
5631,7416,7416,11993,@Corey_WS bitch have you read The Order of The Phoenix?!,0.0,False,False,False,True,False,False,False,eng
5632,7422,7422,6011,I want this stupid bitch out of my head I've never even liked her lmao I just basically want to rape her,1.0,False,False,False,True,False,False,False,eng
5633,7423,7423,12526,Women carry a sacred and divine energy. Remember that the next time someone calls you a bitch,0.0,False,False,False,True,False,False,False,eng
5634,7425,7425,8532,@realDonaldTrump Fuck you pussy,0.0,False,False,False,True,False,False,False,eng
5635,7426,7426,9506,"@realDonaldTrump Please tell us that you arent going to WHINE about this for the next 19+ months like youve been doing about Jeff Sessions! You could have fired Sessions the moment he reclused himself, but noooo, you just continue to be a pussy about it! ",0.0,False,False,False,True,False,False,False,eng
5636,7428,7428,10035,Of course life is a bitch. If it was a slut it would be easy,0.0,False,False,False,True,False,False,False,eng
5637,7435,7435,10581,@lucydeshae__ @_freeshank Hoe you down bad & you crazyyyyyy!!!! Ion think they hear y'all bitch !!!!😂😂😂,0.0,False,False,False,True,False,False,False,eng
5638,7437,7437,12394,toe up ass hoe stop worrying bout me and get them roaches out yo baby bed punk bitch🗣️you wan me clean yo house for you??,0.0,False,False,False,True,False,False,False,eng
5639,7439,7439,7662,@NetNobody @KEEMSTAR @SocialRepose Hes a aunt bunt *CUNT* dunt eunt funt gunt hunt iunt junt kunt lunt munt nunt ou… https://t.co/KsKA0zrw3T,0.0,False,False,True,True,False,False,False,eng
5640,7440,7440,8297,"who the fuck is calling my girl a whore and a bitch? She hasn't even been at that school for a whole month, people are fucking stupid",0.0,False,False,False,True,False,False,False,eng
5641,7445,7445,5254,had to block all my rl friend bc of that stupid hoe @ameliaorodio,1.0,False,False,False,True,False,False,False,eng
5642,7447,7447,5995,@ly2Jade Rape a pregnant bitch call IT threesome,1.0,False,False,False,True,False,False,False,eng
5643,7464,7464,12576,Bitch shut your bubble gum ass the fuck up kick rocks hoe https://t.co/lORa2SByJO,1.0,False,False,True,True,True,False,False,eng
5644,7465,7465,8041,"So he called women who stuffed their faces fat, Jamie C a cunt and wanted to fuck Girls Aloud.. in 2002. BURN HIM AT THE STAKE #LooseWomen",0.0,False,False,False,True,False,False,False,eng
5645,7466,7466,5755,@chelseahandler I like it! I'm 100% sure you are an irrelevant skank who's granddad was a #Nazi #Correct? Nope th… https://t.co/E0WWs6tEwo,1.0,False,False,False,True,False,False,False,eng
5646,7467,7467,5251,"@JulieBorowski Oh, so we're talking about you. My dad would always say a bitch is a woman that won't sleep with you ... Classy guy huh?",1.0,False,False,False,True,False,False,False,eng
5647,7471,7471,6141,She’s a whore and her moms a drug addict. Don’t fall for these hoes https://t.co/QBquhnW7PY,1.0,False,False,False,True,False,False,False,eng
